 facilityid |                 url                  |         name          | male | female | unisex | allgender | toiletnote | drinkingwater | shower 
------------+--------------------------------------+-----------------------+------+--------+--------+-----------+------------+---------------+--------
          1 | https://toiletmap.gov.au/facility/1  | Sandy Beach Reserve   | t    | t      | f      | f         |            | f             | t
          2 | https://toiletmap.gov.au/facility/2  | Point Reserve         | t    | t      | f      | f         |            | f             | f
          3 | https://toiletmap.gov.au/facility/3  | Success Hill Reserve  | t    | t      | f      | f         |            | t             | t
          4 | https://toiletmap.gov.au/facility/4  | Jubilee Reserve       | t    | t      | f      | f         |            | f             | f
          5 | https://toiletmap.gov.au/facility/5  | Ashfield Reserve      | t    | t      | f      | f         |            | f             | f
          6 | https://toiletmap.gov.au/facility/6  | BIC Reserve           | t    | t      | f      | f         |            | f             | f
          7 | https://toiletmap.gov.au/facility/7  | Mary Crescent Reserve | t    | t      | f      | f         |            | f             | f
          9 | https://toiletmap.gov.au/facility/9  | Bassendean Oval 3     | t    | t      | f      | f         |            | f             | f
         15 | https://toiletmap.gov.au/facility/15 | Apex Park             | t    | t      | f      | f         |            | f             | f
         16 | https://toiletmap.gov.au/facility/16 | Lions Park            | t    | t      | f      | f         |            | f             | f
         17 | https://toiletmap.gov.au/facility/17 | Parella Street        | t    | t      | f      | f         |            | f             | t
         18 | https://toiletmap.gov.au/facility/18 | Nolan Park            | f    | f      | t      | f         |            | f             | f
         20 | https://toiletmap.gov.au/facility/20 | Binda Park            | f    | f      | f      | f         |            | f             | f
         21 | https://toiletmap.gov.au/facility/21 | Spring Park           | t    | t      | f      | f         |            | f             | f
         22 | https://toiletmap.gov.au/facility/22 | Lions Park            | t    | t      | f      | f         |            | f             | f
         23 | https://toiletmap.gov.au/facility/23 | Drummond Street       | t    | t      | f      | f         |            | f             | f
         24 | https://toiletmap.gov.au/facility/24 | Centenary Park        | t    | t      | f      | f         |            | f             | f
         25 | https://toiletmap.gov.au/facility/25 | Capella Street        | t    | t      | f      | f         |            | f             | f
         26 | https://toiletmap.gov.au/facility/26 | East Palmerston       | t    | t      | f      | f         |            | f             | f
         28 | https://toiletmap.gov.au/facility/28 | Fred Drew Park        | t    | t      | f      | f         |            | f             | f
(20 rows)

 # Toilets in Cooma with Parking 
---------------------------------
                               4
(1 row)

 # Toilets Down Under 
----------------------
                22031
(1 row)

 # Sporting Facilities That Double As Dumps 
--------------------------------------------
                                       1872
(1 row)

               town                | Toilet Count 
 Breona                            |            1
 Bretti                            |            1
 Brewarrina                        |            5
 Briagolong                        |            1
 Bribbaree                         |            1
 Bribie Island North               |            1
 Bridge Creek                      |            4
 Bridgetown                        |            9
 Bridgewater                       |            5
 Bridgewater On Loddon             |            3
 Bridport                          |            5
 Brigadoon                         |            1
 Bright                            |            6
 Brighton                          |           26
 Brighton East                     |            9
 Brighton-Le-Sands                 |            2
 Brightwaters                      |            2
 Brim                              |            1
 Brimbin                           |            1
 Brindabella                       |            1
 Bringenbrong                      |            1
 Brinkin                           |            1
 Brinkworth                        |            3
 Brinsmead                         |            4
 Brisbane                          |           11
 Brisbane Airport                  |            2
 Brisbane City                     |            3
 Broadbeach                        |            7
 Broadbeach Waters                 |            3
 Broadford                         |            2
 Broadmeadow                       |            1
 Broadmeadows                      |            6
 Broadview                         |            4
 Broadwater                        |            6
 Broadwood                         |            1
 Brocklesby                        |            2
 Brodribb River                    |            1
 Brogo                             |            1
 Broke                             |            3
 Broken Head                       |            1
 Broken Hill                       |           27
 Broken River                      |            1
 Bromelton                         |            1
 Brompton                          |            1
 Bronte                            |            3
 Bronte Park                       |            2
 Brookdale                         |            1
 Brookfield                        |            2
 Brooklyn                          |           10
 Brookstead                        |            1
 Brookton                          |            2
 Brookvale                         |            6
 Broome                            |           11
 Broomehill Village                |            1
 Brooms Head                       |            2
 Broulee                           |            2
 Brown Hill                        |            1
 Brownlow Ki                       |            1
 Browns Beach                      |            1
 Browns Plains                     |            3
 Bruce Rock                        |            3
 Brukunga                          |            1
 Brumby                            |            1
 Brunkerville                      |            1
 Brunswick                         |            8
 Brunswick East                    |            8
 Brunswick Heads                   |            7
 Brunswick Junction                |            2
 Brunswick West                    |            2
 Brushgrove                        |            1
 Bruthen                           |            3
 Brymaroo                          |            1
 Buangor                           |            8
 Bucasia                           |            1
 Bucca                             |            2
 Buccarumbi                        |            1
 Buchan                            |            3
 Buchan South                      |            2
 Buckaroo                          |            1
 Buckland                          |            5
 Buddina                           |            8
 Buderim                           |           10
 Budgewoi                          |            6
 Buffalo River                     |            2
 Buff Point                        |            3
 Bulahdelah                        |            6
 Buldah                            |            1
 Bulga                             |            1
 Bulgarra                          |            1
 Bulgun                            |            2
 Bulimba                           |            4
 Bulla                             |            2
 Bullarah                          |            1
 Bull Creek                        |            6
 Bulleen                           |            5
 Bullengarook                      |            1
 Bulli                             |           12
 Bullock Hills                     |            1
 Bullsbrook                        |            2
 Bulls Camp                        |            1
 Bumbaldry                         |            1
 Bunbury                           |           14
 Bundaberg                         |            1
 Bundaberg Central                 |            9
 Bundaberg East                    |            5
 Bundaberg North                   |            6
 Bundaberg South                   |            1
 Bundaberg West                    |            6
 Bundagen                          |            1
 Bundall                           |            1
 Bundalong                         |            2
 Bundamba                          |            3
 Bundanoon                         |            3
 Bundarra                          |            3
 Bundeena                          |            6
 Bundoora                          |           13
 Bundure                           |            1
 Bungal                            |            1
 Bungalally                        |            1
 Bungalow                          |            1
 Bungama                           |            1
 Bungaree                          |            3
 Bungarribee                       |            2
 Bungendore                        |            5
 Bungonia                          |            1
 Bungowannah                       |            1
 Bungulla                          |            1
 Bungunya                          |            1
 Bungwahl                          |            1
 Buninyong                         |            4
 Buntine                           |            1
 Bunya                             |            3
 Bunya Mountains                   |            4
 Bunyip                            |            1
 Buragwonduc                       |            2
 Buraminya                         |            1
 Burbank                           |            2
 Burcher                           |            1
 Burdell                           |            3
 Burekup                           |            1
 Burketown                         |            5
 Burleigh Heads                    |           12
 Burleigh Waters                   |            2
 Burnett Heads                     |            6
 Burnewang                         |            2
 Burnie                            |            6
 Burnley                           |            3
 Burns Beach                       |            2
 Burnside                          |            1
 Buronga                           |            5
 Burpengary                        |            7
 Burra                             |           10
 Burracoppin                       |            1
 Burradoo                          |            1
 Burramine                         |            1
 Burrawang                         |            1
 Burren Junction                   |            1
 Burrill Lake                      |            3
 Burringbar                        |            2
 Burrinjuck                        |            1
